Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Service_Fiber optic,Internet Service_No,Multiple Lines_No phone service,Multiple Lines_Yes
1,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,76.2,76.2,Yes,1,83,5973,False,False,False,True,False,True,False,False,False
1,0,0,1,1,1,,,,,,,0,19.25,19.25,Yes,1,80,5437,False,False,False,False,True,False,True,False,False
0,0,1,0,42,1,0.0,0.0,1.0,1.0,0.0,0.0,1,84.3,3588.4,Yes,1,100,2514,False,False,False,True,False,True,False,False,True
0,0,0,0,7,1,0.0,0.0,0.0,0.0,1.0,0.0,1,79.0,522.95,Yes,1,92,3735,False,False,False,True,False,True,False,False,False
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,70.25,70.25,Yes,1,89,4133,False,False,False,True,False,True,False,False,False
0,1,0,0,10,1,0.0,0.0,1.0,0.0,0.0,1.0,1,84.6,865.55,Yes,1,94,3320,False,False,True,False,False,True,False,False,False
0,0,1,1,17,1,,,,,,,0,24.1,409.9,Yes,1,86,4648,False,False,False,False,True,False,True,False,True
0,0,0,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,1,60.0,60.0,Yes,1,93,4531,False,False,False,True,False,False,False,False,False
1,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,1.0,1,86.55,649.65,Yes,1,80,4193,False,False,False,True,False,True,False,False,True
0,1,1,0,1,1,,,,,,,1,20.85,20.85,Yes,1,97,3817,False,False,False,False,True,False,True,False,False
0,0,0,0,39,0,0.0,0.0,1.0,0.0,1.0,1.0,1,50.75,2011.4,Yes,1,94,4119,False,False,False,True,False,False,False,True,False
0,1,1,0,58,1,1.0,1.0,0.0,1.0,1.0,1.0,1,105.5,6205.5,Yes,1,100,5067,True,False,True,False,False,True,False,False,False
1,1,0,0,6,1,1.0,0.0,0.0,0.0,1.0,0.0,1,85.15,503.6,Yes,1,90,5831,False,False,False,False,False,True,False,False,False
1,0,1,0,22,1,1.0,0.0,0.0,1.0,0.0,0.0,1,54.2,1152.7,Yes,1,87,5102,False,False,False,True,False,False,False,False,False
0,0,1,0,70,1,0.0,1.0,1.0,1.0,1.0,1.0,1,109.5,7674.55,Yes,1,100,4191,True,False,False,True,False,True,False,False,True
1,0,1,0,21,1,0.0,1.0,1.0,0.0,1.0,1.0,0,104.4,2157.95,Yes,1,77,3796,False,False,False,True,False,True,False,False,True
1,1,1,0,71,1,1.0,1.0,0.0,0.0,1.0,1.0,1,105.1,7548.1,Yes,1,66,5725,False,False,True,False,False,True,False,False,True
0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1,75.7,75.7,Yes,1,93,4884,False,False,False,True,False,True,False,False,False
0,1,1,0,20,1,0.0,0.0,1.0,0.0,1.0,0.0,0,90.8,1951.0,Yes,1,87,2312,False,False,False,True,False,True,False,False,True
0,0,1,0,4,1,0.0,1.0,0.0,0.0,1.0,1.0,1,97.95,384.5,Yes,1,72,2570,False,False,False,True,False,True,False,False,True
1,0,0,0,32,1,1.0,1.0,0.0,1.0,1.0,1.0,1,108.15,3432.9,Yes,1,69,2541,False,False,True,False,False,True,False,False,True
1,0,0,0,6,1,0.0,0.0,0.0,0.0,1.0,0.0,1,80.5,463.05,Yes,1,96,2181,False,False,True,False,False,True,False,False,False
0,1,1,0,27,1,1.0,0.0,0.0,1.0,1.0,1.0,1,104.3,2867.75,Yes,1,75,3444,False,False,False,False,False,True,False,False,True
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,71.35,71.35,Yes,1,92,5730,False,False,False,False,True,True,False,False,False
0,0,0,0,13,1,0.0,1.0,1.0,1.0,0.0,0.0,0,89.4,1132.35,Yes,1,75,2226,False,False,False,True,False,True,False,False,True
1,0,0,0,1,1,,,,,,,0,20.6,20.6,Yes,1,90,3618,False,False,False,False,True,False,True,False,False
1,0,0,0,19,1,0.0,1.0,0.0,0.0,1.0,1.0,1,99.95,1931.75,Yes,1,76,3670,False,False,False,True,False,True,False,False,True
0,0,0,0,10,1,0.0,1.0,0.0,0.0,0.0,0.0,1,81.0,818.05,Yes,1,95,2946,False,False,True,False,False,True,False,False,True
0,1,1,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,1,70.15,916.75,Yes,1,85,5101,False,False,False,True,False,True,False,False,False
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,70.15,70.15,Yes,1,97,5773,False,False,False,False,True,True,False,False,False
0,1,1,0,68,1,1.0,1.0,0.0,0.0,0.0,1.0,1,96.55,6581.9,Yes,1,86,5957,True,False,True,False,False,True,False,False,True
0,0,0,0,39,1,1.0,0.0,1.0,1.0,1.0,0.0,1,95.55,3692.85,Yes,1,73,2767,True,False,False,True,False,True,False,False,False
0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,69.65,69.65,Yes,1,82,4741,False,False,False,True,False,True,False,False,False
0,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,89.3,89.3,Yes,1,85,3067,False,False,False,True,False,True,False,False,False
0,0,0,0,36,1,0.0,0.0,1.0,1.0,0.0,1.0,1,87.55,3078.1,Yes,1,92,2558,False,False,False,True,False,True,False,False,False
0,1,0,0,15,1,1.0,0.0,1.0,1.0,0.0,1.0,1,96.3,1426.75,Yes,1,72,2933,False,False,False,False,True,True,False,False,False
0,0,0,0,5,1,0.0,0.0,0.0,0.0,1.0,0.0,1,85.2,474.8,Yes,1,87,4109,False,False,False,True,False,True,False,False,True
0,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,1.0,1,35.1,446.1,Yes,1,79,3104,False,False,False,True,False,False,False,True,False
1,0,1,0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1,81.3,416.3,Yes,1,100,3819,False,False,False,True,False,True,False,False,True
0,0,0,1,2,1,,,,,,,1,19.6,35.85,Yes,1,66,2843,False,False,False,True,False,False,True,False,False
0,0,1,0,17,1,0.0,0.0,0.0,0.0,0.0,1.0,1,85.45,1451.6,Yes,1,94,3670,False,False,False,True,False,True,False,False,True
1,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,71.0,71.0,Yes,1,89,4207,False,False,False,True,False,True,False,False,False
1,1,0,0,9,1,0.0,0.0,0.0,0.0,0.0,1.0,1,85.05,746.5,Yes,1,74,5095,False,False,False,True,False,True,False,False,True
1,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,44.4,44.4,Yes,1,82,4067,False,False,False,True,False,False,False,False,False
1,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,70.3,70.3,Yes,1,100,4962,False,False,False,True,False,True,False,False,False
0,0,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1,79.35,79.35,Yes,1,77,3492,False,False,False,False,False,True,False,False,False
0,0,0,0,9,1,0.0,0.0,0.0,0.0,1.0,1.0,1,90.8,809.75,Yes,1,70,2578,False,False,False,False,False,True,False,False,False
1,0,1,0,20,1,0.0,0.0,0.0,0.0,0.0,0.0,1,70.45,1470.95,Yes,1,87,4773,False,False,False,True,False,True,False,False,False
1,1,0,0,70,0,0.0,0.0,0.0,0.0,1.0,1.0,1,45.25,3264.45,Yes,1,97,5824,True,False,False,True,False,False,False,True,False
0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1,75.8,246.3,Yes,1,93,5475,False,False,False,True,False,True,False,False,True
1,1,0,0,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0,71.3,1389.2,Yes,1,98,3684,False,False,True,False,False,True,False,False,False
1,1,1,0,21,1,0.0,0.0,0.0,0.0,0.0,0.0,1,69.1,1474.75,Yes,1,67,3853,False,False,False,True,False,True,False,False,False
0,0,1,0,17,1,0.0,0.0,1.0,0.0,1.0,0.0,0,88.25,1460.65,Yes,1,68,4041,False,False,False,True,False,True,False,False,True
0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,70.0,153.05,Yes,1,81,2928,False,False,False,False,False,True,False,False,False
0,0,0,0,21,1,0.0,0.0,0.0,0.0,1.0,1.0,1,97.35,2119.5,Yes,1,89,4321,False,False,False,True,False,True,False,False,True
1,0,1,1,5,1,,,,,,,1,25.9,135.0,Yes,1,83,2102,False,False,False,False,False,False,True,False,True
1,0,0,0,24,1,1.0,0.0,0.0,0.0,0.0,0.0,1,55.65,1400.55,Yes,1,97,4126,False,False,False,False,False,False,False,False,True
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,69.65,69.65,Yes,1,77,2418,False,False,False,True,False,True,False,False,False
0,0,0,0,10,1,0.0,0.0,1.0,0.0,1.0,1.0,1,100.6,1060.2,Yes,1,77,4001,False,False,False,True,False,True,False,False,True
0,1,0,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1,86.0,86.0,Yes,1,82,5359,False,False,False,True,False,True,False,False,False
0,0,0,0,53,1,1.0,0.0,1.0,0.0,1.0,1.0,1,106.95,5785.5,Yes,1,90,5550,True,False,True,False,False,True,False,False,True
1,0,0,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1,29.6,79.45,Yes,1,76,2734,False,False,False,True,False,False,False,True,False
1,1,1,0,46,0,0.0,1.0,1.0,1.0,1.0,1.0,1,59.9,2816.65,Yes,1,80,4011,True,False,False,False,False,False,False,True,False
0,0,1,0,49,1,0.0,0.0,0.0,0.0,1.0,1.0,1,95.6,4783.5,Yes,1,69,5732,False,False,False,True,False,True,False,False,True
1,0,0,0,11,0,0.0,0.0,1.0,0.0,1.0,0.0,1,41.6,470.6,Yes,1,81,3119,True,False,False,True,False,False,False,True,False
1,0,0,0,45,1,0.0,1.0,0.0,0.0,1.0,1.0,1,100.85,4740.0,Yes,1,70,4898,False,False,True,False,False,True,False,False,True
1,0,1,1,37,0,1.0,1.0,1.0,0.0,0.0,0.0,0,40.2,1448.8,Yes,1,80,3627,False,False,False,False,False,False,False,True,False
1,0,1,0,49,1,0.0,0.0,0.0,0.0,1.0,0.0,0,84.5,4254.85,Yes,1,85,4639,False,False,False,True,False,True,False,False,True
0,1,0,0,14,1,0.0,1.0,0.0,0.0,0.0,0.0,1,78.95,1101.85,Yes,1,88,5203,False,False,False,True,False,True,False,False,True
1,0,0,0,1,1,,,,,,,0,20.2,20.2,Yes,1,99,5418,False,False,False,False,True,False,True,False,False
0,1,0,0,47,1,0.0,1.0,1.0,0.0,0.0,0.0,1,85.2,3969.35,Yes,1,72,4661,False,False,False,False,False,True,False,False,True
1,1,1,0,13,1,0.0,1.0,1.0,0.0,1.0,1.0,1,98.0,1237.85,Yes,1,99,3714,False,False,False,True,False,True,False,False,False
1,0,1,0,5,1,0.0,0.0,1.0,0.0,1.0,1.0,1,94.45,498.1,Yes,1,77,4580,False,False,False,True,False,True,False,False,False
1,1,0,0,3,1,0.0,1.0,1.0,0.0,1.0,1.0,1,105.0,294.45,Yes,1,87,5960,False,False,False,True,False,True,False,False,True
0,1,1,0,26,1,0.0,1.0,1.0,0.0,0.0,1.0,1,93.85,2381.55,Yes,1,86,2591,False,False,False,True,False,True,False,False,True
0,1,1,0,8,1,0.0,0.0,0.0,0.0,0.0,1.0,1,84.0,613.4,Yes,1,91,4819,False,False,False,True,False,True,False,False,True
0,0,1,0,9,0,0.0,0.0,1.0,0.0,1.0,1.0,1,48.75,442.2,Yes,1,97,4359,False,False,False,True,False,False,False,True,False
1,0,0,0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1,84.85,84.85,Yes,1,77,3086,False,False,False,True,False,True,False,False,False
1,0,0,0,12,1,1.0,0.0,0.0,1.0,0.0,0.0,0,56.65,654.85,Yes,1,90,3043,False,False,False,False,True,False,False,False,False
0,0,0,0,42,1,1.0,1.0,1.0,1.0,0.0,1.0,0,73.9,3160.55,Yes,1,71,2774,True,False,True,False,False,False,False,False,False
0,0,1,0,33,1,,,,,,,1,24.5,740.3,Yes,1,77,5194,False,True,False,False,True,False,True,False,True
0,0,0,0,31,1,0.0,0.0,1.0,0.0,0.0,1.0,1,89.9,2806.9,Yes,1,85,2031,False,False,False,True,False,True,False,False,True
1,1,1,0,18,1,0.0,0.0,0.0,0.0,0.0,1.0,0,78.55,1422.65,Yes,1,84,3521,False,False,False,True,False,True,False,False,False
1,0,1,0,42,1,0.0,1.0,1.0,1.0,0.0,1.0,1,99.45,4138.05,Yes,1,96,4624,False,False,False,True,False,True,False,False,True
1,1,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.2,102.5,Yes,1,72,4694,False,False,False,False,False,False,False,True,False
0,0,0,0,12,1,0.0,0.0,0.0,1.0,1.0,1.0,0,74.05,872.65,Yes,1,94,4149,True,False,False,False,True,False,False,False,True
0,1,0,0,15,1,0.0,0.0,0.0,1.0,0.0,0.0,0,55.0,757.1,Yes,1,94,3167,False,False,True,False,False,False,False,False,True
1,0,1,0,7,1,0.0,1.0,0.0,1.0,1.0,0.0,1,89.75,608.8,Yes,1,90,3807,False,False,False,True,False,True,False,False,False
1,0,1,0,14,1,0.0,0.0,0.0,0.0,0.0,1.0,1,85.15,1139.2,Yes,1,100,4550,False,False,False,True,False,True,False,False,True
1,1,1,0,3,1,0.0,0.0,0.0,0.0,1.0,1.0,1,94.6,279.55,Yes,1,87,3019,False,False,False,True,False,True,False,False,True
1,0,0,0,16,1,1.0,0.0,0.0,0.0,1.0,1.0,1,94.25,1483.25,Yes,1,73,2827,False,False,False,True,False,True,False,False,False
1,0,1,0,65,1,1.0,1.0,1.0,0.0,0.0,1.0,0,72.45,4653.85,Yes,1,68,4415,True,False,True,False,False,False,False,False,True
0,0,0,0,42,1,1.0,0.0,1.0,0.0,1.0,1.0,1,105.2,4400.75,Yes,1,89,2317,False,False,False,True,False,True,False,False,True
1,0,1,0,6,1,0.0,0.0,0.0,0.0,1.0,0.0,1,82.85,460.25,Yes,1,78,4458,False,False,False,True,False,True,False,False,True
1,1,1,0,53,1,0.0,1.0,1.0,0.0,1.0,1.0,1,103.85,5485.5,Yes,1,87,5860,False,False,False,True,False,True,False,False,True
0,0,1,0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,1,83.6,404.2,Yes,1,93,4565,False,False,False,True,False,True,False,False,False
1,0,0,0,68,1,0.0,1.0,1.0,1.0,1.0,1.0,0,108.45,7176.55,Yes,1,65,4454,True,False,False,True,False,True,False,False,True
0,0,1,0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,1,91.5,242.95,Yes,1,76,5646,False,False,True,False,False,True,False,False,True
1,0,1,0,12,1,1.0,0.0,0.0,1.0,0.0,0.0,0,80.85,866.45,Yes,1,87,4306,False,False,False,False,False,True,False,False,False
0,0,0,0,43,0,0.0,0.0,1.0,0.0,1.0,1.0,1,49.05,2076.2,Yes,1,92,4044,False,False,False,False,False,False,False,True,False
1,1,1,0,68,1,0.0,1.0,1.0,0.0,1.0,1.0,1,105.3,7299.65,Yes,1,79,6284,False,False,False,True,False,True,False,False,True
1,1,0,0,25,1,0.0,1.0,0.0,0.0,1.0,0.0,1,88.95,2291.2,Yes,1,100,3878,False,False,False,True,False,True,False,False,True
1,1,1,0,66,1,0.0,1.0,1.0,1.0,1.0,1.0,1,110.85,7491.75,Yes,1,74,4281,True,False,False,True,False,True,False,False,True
0,0,1,0,70,1,1.0,1.0,1.0,1.0,1.0,1.0,1,114.2,7723.9,Yes,1,73,5947,False,True,False,False,False,True,False,False,True
1,1,1,0,27,0,0.0,0.0,0.0,0.0,0.0,1.0,0,36.5,1032.0,Yes,1,93,4564,False,False,False,False,False,False,False,True,False
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,70.75,70.75,Yes,1,93,3963,False,False,False,False,True,True,False,False,False
1,0,0,0,3,0,0.0,0.0,1.0,0.0,1.0,0.0,1,40.15,130.75,Yes,1,75,4710,False,False,False,False,True,False,False,True,False
1,1,1,0,29,1,0.0,0.0,0.0,0.0,1.0,1.0,1,94.45,2653.65,Yes,1,71,2233,False,False,False,True,False,True,False,False,True
0,0,1,0,36,1,0.0,1.0,1.0,0.0,1.0,0.0,1,97.35,3457.9,Yes,1,86,4544,False,False,False,False,False,True,False,False,True
1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1,45.3,45.3,Yes,1,69,4954,False,False,False,False,True,False,False,True,False
1,0,0,0,2,1,0.0,0.0,1.0,0.0,1.0,1.0,0,94.95,178.1,Yes,1,87,4493,False,False,False,True,False,True,False,False,False
0,0,0,1,12,1,0.0,0.0,0.0,0.0,0.0,0.0,1,44.55,480.6,Yes,1,89,4162,False,False,False,True,False,False,False,False,False
1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,23.45,23.45,Yes,1,90,4517,False,False,False,True,False,False,False,True,False
1,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,29.7,29.7,Yes,1,74,3383,False,False,False,False,True,False,False,True,False
0,0,1,0,59,1,0.0,1.0,0.0,0.0,1.0,1.0,0,101.1,6039.9,Yes,1,87,4160,False,False,False,True,False,True,False,False,True
0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1,50.65,151.3,Yes,1,76,2876,False,False,False,False,True,False,False,False,True
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1,55.4,55.4,Yes,1,70,2294,False,False,False,True,False,False,False,False,False
0,1,1,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,90.6,90.6,Yes,1,93,2905,False,False,False,True,False,True,False,False,True
1,1,1,0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,1,86.85,156.35,Yes,1,78,5204,False,False,False,False,True,True,False,False,True
0,1,1,0,29,1,0.0,0.0,1.0,0.0,1.0,1.0,1,99.05,2952.85,Yes,1,82,3179,False,False,False,False,False,True,False,False,True
0,0,0,0,52,1,1.0,1.0,0.0,1.0,1.0,1.0,1,111.25,5916.45,Yes,1,90,4861,True,False,True,False,False,True,False,False,True
1,0,0,0,2,1,1.0,0.0,1.0,0.0,0.0,0.0,1,55.1,113.35,Yes,1,70,4235,False,False,False,False,True,False,False,False,False
1,0,1,0,13,1,0.0,0.0,1.0,0.0,1.0,1.0,1,102.25,1359.0,Yes,1,66,2003,False,False,True,False,False,True,False,False,True
1,1,0,0,19,1,0.0,0.0,1.0,0.0,1.0,1.0,1,95.9,1777.9,Yes,1,68,2851,False,False,True,False,False,True,False,False,False
0,1,0,0,47,1,0.0,1.0,0.0,1.0,1.0,0.0,1,95.05,4504.55,Yes,1,65,5214,False,False,False,True,False,True,False,False,True
0,0,0,0,5,1,1.0,0.0,0.0,1.0,0.0,0.0,0,53.85,259.8,Yes,1,74,5435,False,False,True,False,False,False,False,False,False
1,1,1,0,52,1,1.0,0.0,1.0,0.0,1.0,1.0,1,104.2,5568.35,Yes,1,68,5648,False,False,False,True,False,True,False,False,True
0,0,1,0,42,1,0.0,0.0,0.0,0.0,0.0,0.0,1,50.25,2203.65,Yes,1,97,4873,False,False,False,True,False,False,False,False,True
0,0,0,0,25,1,0.0,1.0,1.0,0.0,1.0,1.0,1,99.5,2369.05,Yes,1,90,5932,False,False,False,True,False,True,False,False,False
0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,71.0,672.55,Yes,1,81,2236,False,False,False,True,False,True,False,False,False
0,0,0,0,16,1,0.0,1.0,1.0,0.0,0.0,1.0,1,93.2,1573.7,Yes,1,75,5497,False,False,True,False,False,True,False,False,False
1,0,1,0,5,1,,,,,,,0,19.35,126.05,Yes,1,97,3864,False,False,False,False,True,False,True,False,False
1,0,0,0,3,1,,,,,,,0,19.85,64.55,Yes,1,93,2158,False,False,False,False,True,False,True,False,False
0,0,1,0,31,1,0.0,0.0,1.0,1.0,1.0,1.0,1,104.2,3243.45,Yes,1,68,5000,False,False,False,True,False,True,False,False,True
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1,79.25,79.25,Yes,1,83,5533,False,False,False,True,False,True,False,False,False
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,44.9,44.9,Yes,1,76,2632,False,False,False,False,False,False,False,False,False
1,0,1,0,10,1,0.0,0.0,0.0,0.0,0.0,0.0,1,70.1,659.65,Yes,1,92,2457,False,False,False,True,False,True,False,False,False
1,0,0,0,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1,29.65,118.5,Yes,1,71,4207,False,False,False,True,False,False,False,True,False
1,0,0,0,43,1,0.0,1.0,0.0,0.0,0.0,0.0,1,77.85,3365.85,Yes,1,100,5107,False,False,False,True,False,True,False,False,True
1,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0,54.3,195.3,Yes,1,87,5834,False,False,False,True,False,False,False,False,False
0,1,0,0,11,1,0.0,0.0,0.0,0.0,1.0,1.0,1,95.15,997.65,Yes,1,71,4074,False,False,False,False,False,True,False,False,True
1,0,1,0,47,1,1.0,0.0,1.0,1.0,1.0,1.0,1,110.85,5275.8,Yes,1,97,3344,True,False,True,False,False,True,False,False,True
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,80.5,80.5,Yes,1,85,2734,False,False,False,True,False,True,False,False,False
1,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1,72.2,305.55,Yes,1,89,5668,False,False,False,False,False,True,False,False,True
1,0,0,0,17,1,0.0,0.0,0.0,1.0,0.0,0.0,0,51.5,900.5,Yes,1,94,5659,False,False,False,False,True,False,False,False,False
1,1,0,0,43,1,0.0,0.0,0.0,0.0,1.0,1.0,1,89.55,3856.75,Yes,1,73,3802,False,False,False,False,True,True,False,False,False
1,0,1,0,21,1,1.0,1.0,0.0,1.0,1.0,0.0,0,77.5,1625.0,Yes,1,74,5353,True,False,False,False,True,False,False,False,True
1,0,1,0,42,1,0.0,1.0,1.0,0.0,1.0,0.0,1,95.25,3959.35,Yes,1,89,2075,False,False,False,False,False,True,False,False,True
1,1,0,0,46,1,1.0,0.0,0.0,0.0,0.0,1.0,0,85.0,3969.4,Yes,1,71,2097,False,False,False,True,False,True,False,False,False
0,0,1,0,5,1,0.0,0.0,0.0,1.0,1.0,0.0,1,85.75,470.95,Yes,1,71,3608,False,False,False,True,False,True,False,False,False
0,1,0,0,6,1,0.0,1.0,0.0,0.0,1.0,1.0,1,98.25,560.6,Yes,1,83,3330,False,False,False,True,False,True,False,False,True
0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.7,25.7,Yes,1,83,4095,False,False,False,False,True,False,False,True,False
0,0,1,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,1,69.0,506.9,Yes,1,65,5672,False,False,False,True,False,True,False,False,False
1,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,46.05,80.35,Yes,1,72,4662,False,False,False,False,False,False,False,False,False
0,1,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1,76.4,76.4,Yes,1,89,2426,False,False,False,False,True,True,False,False,False
0,0,0,0,5,1,0.0,0.0,1.0,0.0,1.0,1.0,1,100.5,514.0,Yes,1,85,5180,False,False,False,True,False,True,False,False,True
1,1,1,1,22,0,1.0,0.0,0.0,0.0,0.0,1.0,0,40.05,880.2,Yes,1,75,2061,False,False,False,False,True,False,False,True,False
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,69.95,69.95,Yes,1,79,5066,False,False,False,True,False,True,False,False,False
1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,93.3,93.3,Yes,1,65,2578,False,False,False,True,False,True,False,False,True
1,0,0,0,3,1,0.0,0.0,1.0,0.0,0.0,0.0,1,49.15,169.05,Yes,1,68,5598,False,False,False,True,False,False,False,False,False
0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,35.05,35.05,Yes,1,89,3706,False,False,False,False,True,False,False,True,False
0,1,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1,73.0,73.0,Yes,1,76,4116,False,False,False,True,False,True,False,False,False
1,1,0,0,33,1,0.0,1.0,1.0,0.0,0.0,0.0,1,83.85,2716.3,Yes,1,79,2583,False,False,True,False,False,True,False,False,True
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,70.1,70.1,Yes,1,84,3706,False,False,False,True,False,True,False,False,False
0,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,70.65,142.35,Yes,1,74,2189,False,False,False,True,False,True,False,False,False
1,0,0,0,2,1,,,,,,,0,20.35,33.2,Yes,1,65,5627,False,False,False,False,True,False,True,False,False
0,0,0,0,3,1,1.0,0.0,1.0,0.0,1.0,1.0,1,99.0,287.4,Yes,1,77,5236,False,False,True,False,False,True,False,False,False
1,0,0,0,26,1,0.0,0.0,0.0,0.0,0.0,1.0,1,83.95,2254.2,Yes,1,85,5869,False,False,False,True,False,True,False,False,True
1,0,0,0,67,1,1.0,1.0,1.0,1.0,1.0,1.0,0,116.2,7752.3,Yes,1,82,4495,False,True,True,False,False,True,False,False,True
0,0,1,0,71,1,0.0,0.0,0.0,0.0,1.0,1.0,1,93.7,6585.35,Yes,1,100,4296,False,True,False,False,False,True,False,False,True
1,0,0,0,1,1,,,,,,,0,19.7,19.7,Yes,1,90,5707,False,False,False,False,True,False,True,False,False
0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,75.55,413.65,Yes,1,79,4600,False,False,False,True,False,True,False,False,True
0,0,0,0,9,1,0.0,0.0,0.0,0.0,1.0,0.0,1,77.65,714.15,Yes,1,96,3847,False,False,False,False,False,True,False,False,False
0,1,0,0,26,1,1.0,1.0,0.0,0.0,0.0,1.0,1,95.0,2497.2,Yes,1,90,4232,False,False,False,True,False,True,False,False,True
1,0,0,0,54,1,1.0,1.0,0.0,1.0,1.0,1.0,1,105.4,5643.4,Yes,1,87,4406,True,False,True,False,False,True,False,False,False
1,0,0,0,2,1,0.0,0.0,1.0,0.0,1.0,1.0,1,95.85,197.7,Yes,1,66,3790,False,False,False,True,False,True,False,False,False
1,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1,79.15,79.15,Yes,1,85,4243,False,False,False,True,False,True,False,False,True
0,0,1,0,30,1,,,,,,,0,19.65,655.85,Yes,1,79,2486,False,False,False,False,False,False,True,False,False
0,0,0,0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,1,79.0,303.15,Yes,1,69,2085,False,False,False,True,False,True,False,False,False
0,0,1,0,17,1,1.0,0.0,0.0,1.0,1.0,0.0,0,91.85,1574.45,Yes,1,89,5643,False,False,False,True,False,True,False,False,False
0,1,0,0,60,1,0.0,0.0,1.0,1.0,1.0,1.0,1,106.0,6441.4,Yes,1,78,5507,True,False,False,True,False,True,False,False,True
1,0,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1,49.9,49.9,Yes,1,72,3113,False,False,False,False,True,False,False,False,False
0,0,0,0,13,1,1.0,0.0,0.0,0.0,1.0,1.0,1,100.35,1358.85,Yes,1,69,2008,False,False,False,True,False,True,False,False,True
0,1,1,0,38,1,0.0,0.0,0.0,0.0,0.0,0.0,1,74.95,2869.85,Yes,1,82,5165,False,False,False,False,False,True,False,False,True
1,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1,49.25,49.25,Yes,1,84,4478,False,False,True,False,False,False,False,False,False
